model,mode,accuracy,precision,recall,f1_score,macro_f1,weighted_f1,confusion_matrix,training_time_seconds,inference_time_seconds,features,test_samples,feature_count,quantization_scale,prediction_agreement,header_path,evaluation_variant,accuracy_delta_vs_original,macro_f1_delta_vs_original
embedded_logistic_regression,binary,0.8179772086521832,0.8322405852072609,0.9537085907665559,0.8888438779496232,0.6933270961746285,0.7962016538860374,"[[3808, 6192], [1491, 30718]]",0.7769616000005044,0.010255500004859641,src_port|dst_port|duration|src_bytes|dst_bytes|missed_bytes|src_pkts|src_ip_bytes|dst_pkts|dst_ip_bytes,42209,10,4011.431714665118,1.0,wokwi/ids_esp32/include/embedded_model.h,python_float64_before_quantization,,
embedded_logistic_regression,binary,0.8179772086521832,0.8322405852072609,0.9537085907665559,0.8888438779496232,0.6933270961746285,0.7962016538860374,"[[3808, 6192], [1491, 30718]]",,0.00018940000154543668,src_port|dst_port|duration|src_bytes|dst_bytes|missed_bytes|src_pkts|src_ip_bytes|dst_pkts|dst_ip_bytes,42209,10,4011.431714665118,1.0,wokwi/ids_esp32/include/embedded_model.h,quantized_int16_emulation,0.0,0.0
