model,mode,accuracy,precision,recall,f1_score,macro_f1,weighted_f1,confusion_matrix,training_time_seconds,inference_time_seconds,artifact_path,compressed_artifact_path,model_size_mb,compressed_model_size_mb,compression_ratio,dump_time_seconds,compressed_dump_time_seconds,compressed_load_time_seconds,compressed_inference_time_seconds,test_samples,inference_ms_per_1000_samples,compressed_inference_ms_per_1000_samples
lightgbm,binary,0.9985548105854202,0.9990375659733002,0.9990685833152224,0.9990530744035145,0.9980014609479446,0.9985547856709835,"[[9969, 31], [30, 32179]]",1.3233443000353873,0.20798060001106933,C:/Users/SamueleMarchitelli/Desktop/Tesi_Ecampus/results/models/binary_lightgbm_deployment.joblib,C:/Users/SamueleMarchitelli/Desktop/Tesi_Ecampus/results/models/binary_lightgbm_deployment_compressed.joblib,2.0858993530273438,0.8491125106811523,0.40707261807661216,0.03760739997960627,0.11005849996581674,0.04509820003295317,0.15807230002246797,42209,4.9273993700649,3.7449904054222554
lightgbm,multiclass,0.9852638062972352,0.9855149859559572,0.9852638062972352,0.9853667023960808,0.9520941513647097,0.9853667023960808,"[[3994, 0, 0, 2, 4, 0, 0, 0, 0, 0], [0, 3899, 3, 30, 4, 18, 4, 0, 0, 42], [0, 3, 3911, 5, 39, 7, 4, 0, 30, 1], [0, 39, 7, 3845, 6, 0, 2, 0, 12, 89], [0, 2, 16, 4, 145, 13, 22, 0, 4, 3], [0, 3, 4, 0, 9, 9971, 5, 2, 2, 4], [0, 0, 6, 5, 21, 1, 3957, 0, 5, 5], [0, 4, 0, 0, 0, 1, 0, 3995, 0, 0], [0, 0, 14, 12, 7, 3, 7, 0, 3956, 1], [0, 18, 3, 59, 1, 1, 4, 0, 0, 3914]]",8.364981000020634,1.5975600000238046,C:/Users/SamueleMarchitelli/Desktop/Tesi_Ecampus/results/models/multiclass_lightgbm_deployment.joblib,C:/Users/SamueleMarchitelli/Desktop/Tesi_Ecampus/results/models/multiclass_lightgbm_deployment_compressed.joblib,17.199509620666504,7.344916343688965,0.4270421951369762,0.2272769000264816,0.8715161999571137,0.2160491999820806,1.564580800011754,42209,37.84880001951727,37.067469023472576
